22 41,80 64,81 34,131 58,131
26 66,82 88,83 60,131 83,132
24 90,83 111,84 85,132 107,132
7 119,85 139,86 116,132 137,132
0 141,86 160,88 138,132 158,133
3 161,88 180,89 160,133 179,133
8 181,89 199,90 180,133 198,133
plate 41,61 203,74 30,146 203,146
23 319,146 352,150 328,212 359,213
32 355,150 384,154 362,213 390,214
33 387,154 412,158 392,214 416,215
3 424,159 447,162 428,215 449,216
8 449,162 470,165 451,216 472,217
0 472,165 491,168 474,217 492,217
6 493,168 511,171 494,217 511,218
plate 312,116 516,151 328,230 516,231
