23 71,352 80,351 77,370 86,370
27 81,351 92,351 87,370 97,370
17 93,350 103,350 98,370 108,369
6 109,350 119,349 112,369 123,369
7 120,349 133,349 124,369 135,369
6 134,349 146,348 136,369 147,369
5 147,348 161,347 149,369 161,369
plate 68,344 164,338 78,374 164,373
20 198,148 214,146 204,178 220,177
12 216,146 233,143 222,177 239,176
24 235,143 255,140 241,176 261,176
9 266,139 290,135 271,175 295,175
6 294,135 323,130 298,174 327,174
8 325,130 360,125 329,173 363,172
8 364,124 407,118 367,172 408,171
plate 194,136 420,93 204,185 420,184
