15 222,339 254,343 231,404 261,405
15 256,343 286,347 264,405 291,405
16 288,347 313,350 294,405 318,406
3 325,351 348,354 329,406 351,407
5 350,354 372,357 353,407 374,408
0 374,357 393,359 376,408 394,408
6 396,359 414,361 397,408 414,409
plate 215,311 418,342 231,420 419,421
33 326,264 338,263 332,286 343,286
17 339,263 352,261 345,286 357,285
30 353,261 367,260 358,285 372,285
2 374,259 389,258 379,285 393,284
7 392,257 409,256 395,284 412,284
3 411,256 431,253 414,284 433,284
5 433,253 456,251 435,283 456,283
plate 322,255 462,236 332,292 462,291
