33 55,29 81,33 42,91 71,93
21 83,34 106,38 73,93 99,94
23 108,38 129,42 101,94 123,95
0 137,43 155,47 132,96 152,97
7 157,47 173,50 153,97 171,98
8 175,50 189,53 173,98 188,99
9 191,53 204,56 190,99 204,99
plate 57,6 208,40 35,111 207,112
11 273,191 278,190 267,203 273,203
23 279,190 285,190 273,203 280,203
12 285,190 292,189 280,203 287,203
6 295,188 303,187 290,203 299,202
7 304,187 311,186 300,202 308,202
0 312,186 322,185 309,202 320,201
0 323,185 333,183 321,201 332,201
plate 274,186 337,176 265,207 337,207
