19 209,238 219,237 199,262 210,262
16 220,236 232,235 211,262 224,262
21 233,235 246,234 225,262 238,261
1 252,233 265,232 245,261 259,261
9 267,232 281,230 261,260 276,260
9 283,230 300,228 278,260 297,259
3 301,228 319,226 298,259 318,259
plate 211,229 324,215 195,270 323,269
22 69,139 79,137 77,157 87,157
21 80,137 92,136 88,156 100,156
30 93,136 106,134 101,156 114,156
9 113,133 128,131 120,156 134,155
2 130,131 148,129 136,155 153,155
4 150,128 172,125 155,155 176,154
8 174,125 200,122 177,154 201,153
plate 64,131 207,106 78,161 208,161
