20 67,62 83,60 58,97 74,96
32 85,60 103,57 76,96 95,95
14 104,57 124,54 96,95 117,95
8 134,53 158,50 127,94 151,93
4 160,49 187,46 154,93 182,92
4 189,45 220,41 184,92 216,91
5 224,41 259,36 220,91 258,89
plate 68,49 269,14 54,107 269,105
22 410,318 424,319 417,346 430,346
30 425,319 439,319 431,346 444,346
15 442,319 455,320 447,346 459,347
6 461,320 474,321 464,347 477,347
8 475,321 488,321 478,347 490,347
9 490,321 502,322 492,347 503,347
6 503,322 515,322 504,347 515,347
plate 405,306 518,311 417,353 518,354
