19 146,41 169,43 150,92 173,92
12 172,43 194,45 175,92 197,93
27 196,45 217,47 199,93 219,93
7 226,47 245,49 228,93 247,94
2 247,49 265,50 249,94 266,94
0 267,50 285,52 268,94 285,94
7 286,52 303,53 287,94 303,95
plate 141,21 307,38 149,104 307,104
27 112,403 139,404 120,459 146,459
21 142,404 169,405 148,459 175,459
29 171,405 197,406 177,459 202,459
7 209,406 235,407 213,460 238,460
6 237,407 262,408 240,460 264,460
6 265,408 289,408 267,460 290,460
2 291,409 314,409 292,460 315,460
plate 105,380 321,389 119,473 321,474
