10 192,382 208,380 180,418 197,418
24 210,380 228,378 199,418 218,417
10 230,377 249,375 220,417 240,416
8 258,374 281,372 250,416 274,415
8 283,372 307,369 276,415 301,415
1 310,369 336,366 304,414 332,414
1 338,366 367,362 335,414 366,413
plate 194,369 376,344 175,429 375,428
10 49,125 70,123 61,164 81,164
18 72,123 95,122 82,164 105,164
29 97,122 121,120 106,164 129,163
0 132,119 158,118 140,163 165,163
4 161,118 188,116 167,163 193,162
5 191,116 220,114 196,162 223,162
2 223,114 254,112 226,162 255,161
plate 42,108 263,89 61,175 263,174
