25 40,310 62,313 34,359 57,360
26 63,313 83,316 58,360 79,360
24 84,316 102,318 80,360 100,361
9 110,319 126,321 108,361 124,362
3 128,321 142,323 126,362 141,362
3 144,323 157,325 143,362 157,363
5 159,325 171,327 158,363 171,363
plate 40,291 175,313 30,373 175,374
13 293,87 317,89 288,140 313,140
32 320,89 342,91 316,140 339,141
16 344,91 366,93 341,141 363,141
3 375,93 395,95 372,142 393,142
1 396,95 415,97 395,142 414,142
1 417,97 435,98 416,143 434,143
3 436,98 453,100 436,143 453,143
plate 293,66 457,84 284,155 457,156
