11 89,254 105,257 83,291 99,292
22 106,257 119,259 101,292 115,293
32 121,260 133,262 118,293 130,293
9 138,263 148,265 135,294 147,294
7 149,265 159,267 147,294 157,295
5 160,267 169,269 159,295 168,295
3 169,269 177,270 169,295 177,296
plate 91,240 179,261 79,302 179,303
20 124,120 133,119 115,141 124,141
11 134,119 145,117 125,141 136,140
28 145,117 157,115 137,140 149,140
4 163,115 176,113 155,140 169,139
7 177,112 192,110 171,139 187,138
1 194,110 212,107 189,138 209,137
4 213,107 234,104 210,137 233,136
plate 126,113 240,92 111,148 239,147
