17 61,237 73,236 57,263 70,263
21 75,236 88,235 71,263 85,263
19 89,235 103,234 86,263 100,262
9 109,233 123,232 107,262 121,262
4 125,232 141,231 123,262 139,262
3 143,231 160,230 141,262 159,261
2 161,230 180,228 160,261 179,261
plate 61,227 184,215 55,271 184,270
13 282,224 295,225 287,250 299,250
33 297,226 308,227 301,250 312,250
21 308,227 319,229 312,250 322,251
6 324,229 333,230 326,251 335,251
2 334,231 342,232 336,251 343,251
3 343,232 351,233 344,251 351,252
3 352,233 358,234 352,252 358,252
plate 278,210 360,225 287,256 360,257
