31 66,408 96,411 59,476 90,477
17 99,411 127,414 93,477 122,478
32 129,414 156,416 124,478 152,478
4 167,417 192,419 164,479 189,479
4 194,419 218,421 192,479 216,480
0 219,421 241,423 218,480 240,480
4 244,423 264,425 243,480 264,481
plate 66,382 270,404 53,496 270,497
19 234,82 255,80 253,119 273,119
31 258,80 281,78 275,119 297,119
14 283,78 308,76 299,119 322,118
9 320,75 348,72 333,118 359,117
5 351,72 382,69 363,117 391,117
4 385,69 419,66 393,117 425,116
7 423,66 461,63 428,116 463,115
plate 224,66 472,36 255,129 473,128
