29 81,115 92,113 67,140 78,140
24 93,113 107,110 79,140 93,139
30 108,110 122,107 94,139 109,138
6 130,106 148,102 118,138 137,137
1 150,102 173,98 138,136 163,135
4 175,97 201,93 165,135 193,133
8 205,92 236,86 198,133 234,131
plate 85,106 247,69 61,148 245,146
16 221,428 242,427 214,474 236,474
27 245,427 267,425 238,474 261,474
24 269,425 292,424 263,473 287,473
1 303,423 328,422 298,473 324,473
2 331,422 356,420 327,472 354,472
1 359,420 386,418 356,472 384,472
6 389,418 418,416 387,472 417,471
plate 222,411 426,395 209,487 426,487
