28 48,158 74,161 56,215 81,215
11 77,162 101,165 83,215 106,216
10 103,165 125,167 108,216 129,216
7 134,168 154,171 138,217 156,217
5 156,171 174,173 158,217 176,218
6 176,173 193,175 177,218 193,218
8 194,175 210,177 195,218 210,219
plate 42,136 214,162 55,227 214,228
33 234,306 247,304 219,335 232,334
23 248,304 262,302 234,334 248,334
30 263,302 279,300 250,334 266,333
7 286,299 304,297 274,333 293,332
4 306,296 326,294 295,332 317,331
3 328,293 350,290 320,331 345,330
5 352,290 378,286 347,330 377,328
plate 238,296 385,272 213,344 384,343
