25 65,206 91,209 75,261 99,262
22 94,209 118,212 102,262 124,262
25 120,212 142,214 126,262 147,263
2 151,215 171,217 156,263 174,263
7 173,218 192,220 176,263 194,264
8 194,220 211,222 196,264 212,264
8 213,222 229,223 214,264 229,265
plate 58,184 233,208 74,273 233,274
25 144,367 153,367 141,388 151,388
23 155,367 164,368 153,388 162,388
27 164,368 173,368 162,388 172,388
4 177,369 185,369 176,388 185,389
2 186,369 194,370 185,389 193,389
8 194,370 202,370 194,389 202,389
4 203,370 210,371 203,389 210,389
plate 143,358 212,363 139,394 212,394
