15 70,199 80,198 78,217 87,216
22 81,198 92,197 88,216 98,216
30 93,197 105,196 100,216 111,216
9 110,196 123,195 116,216 128,216
1 124,195 138,194 129,216 142,215
4 141,193 156,192 144,215 158,215
3 157,192 174,191 160,215 175,215
plate 66,191 179,179 79,221 179,221
28 254,70 287,73 268,137 299,138
17 290,73 322,77 302,138 331,139
14 324,77 353,80 334,139 360,140
9 365,81 392,83 371,140 396,140
7 394,84 418,86 398,140 421,141
3 420,86 443,89 423,141 444,142
4 444,89 465,91 446,142 466,142
plate 243,40 471,70 268,154 471,155
