32 72,366 90,365 85,400 102,400
25 92,365 111,364 104,400 122,400
24 113,364 133,363 124,400 142,400
4 142,363 163,362 150,400 169,399
9 165,362 187,361 171,399 192,399
5 189,361 212,360 194,399 215,399
5 214,360 238,359 217,399 239,399
plate 65,352 244,342 86,408 245,408
13 255,66 268,67 253,94 266,95
13 269,67 282,68 267,95 280,95
28 284,68 295,68 282,95 294,95
8 300,68 312,69 299,95 311,95
4 313,69 324,69 312,95 323,95
6 326,69 337,70 325,95 336,95
9 338,70 348,70 337,95 348,96
plate 255,56 351,61 251,103 351,103
