12 57,434 81,433 72,478 94,477
26 83,433 108,432 96,477 120,477
16 110,432 135,431 121,477 145,477
9 146,431 174,429 156,477 181,477
2 176,429 203,428 183,477 209,476
3 207,428 235,427 212,476 238,476
4 237,427 267,426 241,476 268,476
plate 48,415 275,403 73,489 276,488
14 92,12 105,14 97,37 109,37
30 106,14 118,15 110,37 121,38
21 118,15 129,16 121,38 131,38
8 133,17 143,18 135,38 144,38
2 144,18 151,19 145,38 152,39
2 152,19 160,20 153,39 161,39
4 161,20 168,21 162,39 168,39
plate 88,0 170,12 97,43 170,44
