20 49,400 64,398 59,427 74,427
12 66,397 83,395 76,427 93,426
20 85,395 105,392 95,426 114,426
8 115,390 140,386 124,425 149,424
9 144,386 173,382 152,424 180,423
8 176,381 212,376 183,423 217,422
2 217,375 261,369 221,422 263,421
plate 43,388 275,343 60,435 276,433
19 102,35 134,37 111,101 142,101
18 137,37 168,39 145,101 174,101
30 170,39 199,41 176,101 204,102
6 212,42 239,43 217,102 243,102
3 242,44 268,45 246,103 271,103
7 270,45 295,47 272,103 296,103
7 298,47 321,48 299,103 322,104
plate 93,6 328,26 110,118 328,118
