30 64,253 82,251 75,286 93,286
10 85,250 105,248 95,286 115,285
25 107,248 129,245 117,285 138,285
6 140,244 167,241 149,284 175,284
8 170,241 200,237 178,284 206,283
2 203,237 237,233 209,283 241,282
7 241,233 281,228 245,282 282,281
plate 57,239 292,203 76,295 293,294
26 265,130 279,133 269,163 283,163
23 281,133 295,135 284,163 298,164
31 296,135 308,137 299,164 310,164
4 314,138 324,139 315,164 325,165
9 325,139 335,141 326,165 336,165
6 336,141 344,142 337,165 345,165
4 345,142 354,143 346,165 354,166
plate 261,117 355,135 269,170 355,171
