18 54,398 79,403 41,460 69,461
24 82,403 105,407 72,462 97,463
32 107,407 127,411 99,463 122,464
5 135,412 154,415 131,464 150,465
6 155,416 172,419 152,465 169,466
5 173,419 188,421 171,466 187,467
7 190,422 203,424 189,467 203,468
plate 55,376 207,409 34,479 206,481
22 385,237 397,238 388,260 399,260
17 398,238 409,239 400,260 411,260
23 409,239 419,240 411,260 420,261
3 423,240 432,241 424,261 433,261
5 433,241 441,242 434,261 442,261
5 442,242 450,243 443,261 451,261
1 451,243 458,243 452,261 458,261
plate 383,227 461,235 388,266 461,266
