17 142,129 158,132 139,166 155,167
16 159,132 173,135 156,167 171,167
21 175,135 188,137 173,167 186,168
0 192,138 203,140 191,168 203,169
5 204,140 214,141 203,169 214,169
3 216,142 225,143 215,169 225,170
0 226,143 234,145 225,170 234,170
plate 142,115 236,135 136,177 236,178
14 85,70 93,70 79,89 88,89
12 94,70 103,69 89,89 98,89
30 104,69 112,69 99,89 108,89
9 117,69 126,68 113,89 123,89
7 127,68 137,67 124,89 135,88
4 138,67 148,67 136,88 147,88
2 149,67 160,66 148,88 160,88
plate 86,64 163,59 77,94 162,94
