15 84,402 90,401 80,416 87,416
12 91,401 98,400 88,416 96,416
19 99,400 107,399 96,416 104,415
2 111,398 120,397 109,415 118,415
7 121,397 133,396 119,415 131,414
4 134,395 145,394 132,414 144,414
5 147,394 161,392 146,414 161,413
plate 84,397 164,384 79,419 164,419
17 308,288 340,291 318,353 348,354
19 342,291 373,294 350,354 379,355
10 375,294 402,296 381,355 407,355
7 414,297 440,300 419,355 444,356
4 442,300 466,302 446,356 468,356
6 469,302 491,304 471,356 492,357
6 493,304 514,306 494,357 514,357
plate 300,261 520,285 317,370 520,371
