22 30,356 59,357 42,415 70,416
23 62,358 91,359 72,416 100,416
16 94,359 121,361 102,416 128,416
9 133,361 160,363 139,417 164,417
4 162,363 187,364 166,417 190,417
8 190,364 213,365 193,417 215,417
1 215,366 238,367 217,418 238,418
plate 21,330 244,346 42,431 245,431
11 160,147 170,148 153,173 164,174
23 171,148 182,149 165,174 177,174
23 183,149 192,150 178,174 189,174
0 197,150 206,151 194,174 203,174
4 207,151 216,151 204,174 214,175
8 217,151 225,152 215,175 224,175
4 226,152 234,153 225,175 234,175
plate 161,139 236,145 150,180 235,180
