10 21,432 50,436 29,493 57,494
12 53,436 80,440 60,494 85,495
30 82,440 107,443 88,495 111,495
3 117,444 138,447 120,496 141,496
0 140,447 160,450 143,496 162,497
7 162,450 180,452 163,497 181,498
6 182,453 198,455 182,498 199,498
plate 14,406 202,437 29,509 202,510
13 92,166 114,169 82,220 106,221
19 116,169 136,172 108,221 130,221
17 138,172 157,174 132,221 152,222
9 165,175 182,177 160,222 178,223
0 183,177 199,179 180,223 197,223
4 201,179 216,181 199,223 214,224
6 217,181 231,183 216,224 231,224
plate 93,148 235,169 77,234 234,235
