33 113,176 134,178 122,220 141,221
30 137,178 157,181 144,221 163,221
31 158,181 177,183 164,221 181,222
5 185,184 201,185 189,222 204,222
7 203,185 218,187 206,222 220,223
0 220,187 234,189 221,223 235,223
2 235,189 249,190 236,223 249,224
plate 106,156 252,177 121,232 252,232
33 71,254 86,255 76,283 90,283
20 87,255 101,255 91,283 105,284
14 103,256 117,256 107,284 120,284
6 122,257 135,257 125,284 137,284
2 136,257 148,258 138,284 150,284
7 150,258 162,259 152,284 163,284
8 163,259 174,259 164,284 174,285
plate 67,241 177,249 77,291 177,291
