20 59,402 83,405 50,458 76,459
11 85,405 108,408 78,459 102,460
31 110,408 131,410 105,460 127,461
4 140,411 159,414 136,461 156,462
2 161,414 178,416 158,462 177,462
5 180,416 197,418 178,462 196,463
8 198,418 214,420 197,463 214,463
plate 60,381 217,404 45,475 217,476
13 105,297 120,296 91,332 107,332
19 122,295 139,294 109,332 127,331
13 140,294 158,292 128,331 147,331
4 167,291 186,289 157,330 178,330
0 188,289 210,286 180,330 204,329
7 212,286 235,284 206,329 231,328
7 239,283 264,281 235,328 262,327
plate 108,285 271,264 85,343 270,342
