11 37,201 63,203 22,263 50,264
23 65,203 90,206 53,264 80,265
29 92,206 115,208 82,265 107,265
8 125,209 147,210 118,265 142,266
9 149,211 169,212 144,266 165,267
0 171,213 190,214 168,267 188,267
9 192,214 210,216 190,267 210,268
plate 39,179 215,198 14,282 215,283
23 252,138 265,137 241,165 254,165
12 265,137 279,135 255,164 269,164
17 279,135 294,134 270,164 285,164
3 300,133 315,132 293,163 309,163
7 317,131 333,130 311,163 328,162
8 335,129 353,128 331,162 350,162
6 355,127 375,126 352,162 374,161
plate 255,128 381,112 237,173 380,172
