27 359,351 386,353 372,405 397,406
29 389,354 413,356 399,406 422,407
19 416,356 438,359 424,407 445,407
3 447,360 468,362 453,407 472,408
2 470,362 489,364 474,408 492,408
6 491,364 509,366 494,408 510,409
plate 350,328 531,352 373,418 532,418
10 59,427 79,428 45,477 67,478
10 81,429 100,430 70,478 91,478
12 102,431 119,432 93,478 112,479
7 127,433 143,435 120,479 138,480
8 145,435 160,436 140,480 157,480
2 162,436 177,438 159,480 175,481
4 178,438 192,439 177,481 192,481
plate 61,410 196,426 39,491 196,492
