31 62,256 91,257 73,313 100,313
16 93,257 122,258 103,314 130,314
11 124,258 151,259 132,314 157,314
3 163,260 190,261 169,314 194,314
3 192,261 216,262 196,314 219,315
9 219,262 243,263 222,315 245,315
4 245,263 269,264 247,315 269,315
plate 54,231 275,243 73,328 276,328
17 293,371 319,374 298,423 323,424
15 320,375 343,378 324,424 346,425
17 344,378 365,381 347,425 367,425
4 373,382 390,385 375,426 392,426
6 392,385 408,387 394,426 409,427
8 410,387 424,389 410,427 424,427
2 425,389 438,391 426,427 438,428
plate 288,347 442,376 297,437 442,438
