20 112,446 122,445 103,470 113,469
17 123,445 135,443 115,469 127,469
27 135,443 148,442 127,469 141,468
7 154,441 167,440 147,468 161,468
2 169,439 183,438 163,468 179,467
3 185,438 203,435 181,467 200,466
9 204,435 223,433 201,466 222,466
plate 114,438 228,421 99,477 228,476
21 52,262 65,264 58,288 70,288
33 67,264 78,265 71,288 82,288
32 78,265 89,267 82,288 92,289
5 94,267 103,268 96,289 105,289
5 104,269 112,269 106,289 113,289
3 113,270 121,271 114,289 122,289
4 122,271 129,271 123,289 129,290
plate 48,250 131,263 58,294 131,294
