12 33,169 58,171 42,220 64,220
17 60,171 83,173 67,220 88,220
30 85,173 107,175 90,220 111,221
5 115,175 135,177 119,221 138,221
9 137,177 156,178 140,221 158,222
9 158,178 176,180 160,222 177,222
7 178,180 195,181 179,222 195,222
plate 28,149 200,165 41,231 200,232
22 235,426 261,429 229,485 257,486
17 264,430 287,433 259,486 284,486
15 289,433 311,436 286,487 308,487
8 320,437 339,440 317,488 338,488
7 341,440 359,442 339,488 358,489
1 361,442 377,444 360,489 377,490
9 379,445 394,447 378,490 394,490
plate 235,404 398,431 225,502 398,503
