18 59,304 85,307 70,358 95,359
11 88,307 112,309 97,359 119,359
14 114,309 137,312 122,359 143,360
5 146,312 166,314 151,360 170,360
7 168,315 187,317 172,360 190,361
9 189,317 207,318 191,361 208,361
2 208,319 225,320 210,361 225,361
plate 51,282 229,305 71,370 229,371
25 411,386 417,385 404,399 411,399
24 417,385 424,384 412,399 419,399
13 424,384 431,384 419,399 426,398
9 434,383 442,382 430,398 438,398
2 443,382 450,382 439,398 447,398
0 451,381 461,380 449,398 459,397
4 462,380 471,379 460,397 470,397
plate 412,381 474,372 402,403 474,403
