12 222,378 237,377 217,410 231,409
24 238,376 254,375 233,409 249,409
24 255,375 272,374 251,409 268,409
5 279,373 297,372 275,408 293,408
0 299,371 318,370 295,408 315,408
6 320,370 340,368 318,407 339,407
6 343,368 365,366 341,407 364,407
plate 223,367 371,351 214,418 371,417
18 67,351 85,353 59,396 78,396
28 87,353 104,356 81,396 99,397
11 105,356 121,358 101,397 118,398
8 128,359 141,361 125,398 139,398
6 143,361 155,363 141,399 154,399
8 157,363 169,365 155,399 168,400
5 170,365 181,367 169,400 181,400
plate 67,334 184,355 54,409 183,410
