33 358,340 367,340 361,359 369,359
23 368,340 378,339 370,359 381,359
11 379,339 389,339 381,359 391,359
4 394,339 404,338 396,359 406,359
0 405,338 417,338 407,359 419,359
6 418,338 430,337 420,358 431,358
7 431,337 444,336 432,358 444,358
plate 356,333 446,328 360,363 447,363
33 47,77 72,79 55,125 78,126
16 74,79 96,82 79,126 101,127
20 97,82 118,84 102,127 122,127
4 127,85 144,87 130,128 147,128
6 146,88 163,89 149,128 164,128
7 165,90 180,91 166,128 180,129
8 181,91 195,93 182,129 196,129
plate 41,54 199,78 54,138 199,139
