27 63,333 87,334 52,391 79,391
32 89,334 114,335 81,391 107,391
24 116,335 139,337 109,391 134,392
7 150,337 173,338 145,392 169,392
1 175,338 196,339 171,392 194,392
9 199,339 220,340 196,392 218,393
1 221,340 242,341 220,393 241,393
plate 63,312 247,323 46,407 247,408
22 104,193 112,192 94,213 102,212
16 113,191 122,190 104,212 113,212
28 124,190 134,189 115,212 126,212
9 139,188 151,187 131,211 144,211
0 152,186 165,185 145,211 160,210
2 166,185 181,183 161,210 177,210
8 183,182 198,181 180,210 197,209
plate 106,186 203,171 89,219 203,218
