30 300,265 312,262 291,291 303,290
28 313,262 328,259 304,290 319,290
15 329,259 346,256 320,290 337,289
3 354,255 375,251 345,288 367,287
3 377,251 401,246 369,287 394,286
6 405,246 434,240 398,286 429,284
5 437,240 474,233 432,284 472,282
plate 302,255 487,213 286,299 486,297
21 82,358 90,358 75,378 84,378
21 91,358 100,357 85,378 94,377
21 101,357 109,357 95,377 104,377
4 114,357 123,356 109,377 119,377
7 123,356 134,356 120,377 131,377
5 134,356 144,355 132,377 142,377
4 145,355 156,355 143,377 156,377
plate 84,352 158,348 73,383 158,382
