32 95,164 114,163 77,210 98,210
31 116,163 136,162 100,210 123,210
30 138,162 158,161 125,210 147,209
1 168,161 190,160 157,209 181,209
7 192,160 214,159 183,209 207,209
3 216,159 239,158 210,209 235,208
1 241,158 264,157 237,208 263,208
plate 98,148 271,139 69,224 270,224
10 318,328 344,331 331,381 354,381
26 347,331 371,333 357,381 379,382
25 373,333 395,335 381,382 402,382
5 404,336 425,337 410,382 429,383
7 427,338 446,339 431,383 449,383
5 448,339 466,341 451,383 468,383
9 468,341 485,343 470,383 486,384
plate 310,307 490,327 331,392 490,393
