28 63,464 90,467 68,522 93,523
27 92,468 116,471 96,523 119,524
14 119,471 140,474 121,524 142,524
1 148,475 167,478 150,525 169,525
5 169,478 187,481 171,525 188,526
7 189,481 204,483 189,526 205,526
2 206,483 221,485 207,526 221,527
plate 59,441 224,470 66,536 225,537
24 361,413 371,414 358,437 369,437
30 373,414 382,415 370,437 381,437
12 382,415 392,416 381,437 390,438
2 396,417 404,418 394,438 403,438
7 405,418 412,419 404,438 411,438
1 412,419 420,420 412,438 419,438
9 420,420 426,420 420,439 426,439
plate 360,402 429,413 355,444 429,444
