31 215,108 246,113 206,181 239,182
22 248,113 277,118 241,182 271,184
22 279,118 304,122 274,184 300,185
0 314,124 337,127 311,185 334,186
6 338,128 358,131 336,186 357,187
6 360,131 378,134 359,187 378,188
1 380,134 396,137 379,188 396,189
plate 215,80 401,118 199,202 401,204
17 64,306 79,305 72,332 86,332
24 80,305 96,303 87,332 102,331
21 97,303 114,302 103,331 119,331
6 122,301 140,300 127,331 144,331
5 142,300 161,298 146,331 164,330
5 163,298 184,296 167,330 187,330
8 187,296 210,294 189,330 210,329
plate 60,294 217,278 72,339 217,338
