26 59,53 83,55 65,104 88,104
22 85,55 107,57 90,104 112,105
10 110,57 131,59 114,105 134,105
6 140,59 159,61 143,105 162,106
3 161,61 180,63 163,106 181,106
2 182,63 200,64 183,106 200,106
3 201,64 218,65 202,106 218,107
plate 54,33 222,50 64,116 222,116
18 218,279 244,281 226,331 251,332
24 247,281 272,283 253,332 277,332
32 274,283 297,285 279,332 301,333
0 307,285 329,287 311,333 332,333
6 331,287 352,288 334,333 354,333
3 354,288 374,290 356,333 375,334
0 376,290 395,291 377,334 395,334
plate 213,257 399,273 226,345 399,346
