29 88,92 111,94 74,147 100,147
19 113,94 134,97 102,147 125,148
19 136,97 156,99 128,148 149,149
2 164,100 183,102 158,149 178,150
4 184,102 202,104 180,150 199,150
1 203,104 219,106 200,150 218,151
7 221,106 236,108 219,151 236,151
plate 90,72 240,93 67,164 239,165
21 200,311 228,316 194,375 223,376
23 230,316 255,321 225,376 251,377
25 257,321 279,325 253,378 276,379
1 287,326 306,330 285,379 304,380
5 308,330 325,333 306,380 324,381
8 327,333 342,336 326,381 342,382
5 344,336 358,339 343,382 358,382
plate 200,287 361,323 189,393 361,395
