26 72,272 91,271 85,306 104,306
18 93,270 114,269 105,306 125,306
29 115,269 137,267 127,305 147,305
6 148,266 172,265 158,305 180,305
1 174,264 201,262 182,305 207,304
6 203,262 231,260 209,304 235,304
1 235,260 265,257 239,304 266,303
plate 64,257 274,236 87,315 275,314
14 274,433 293,435 281,473 299,474
32 295,435 315,436 301,474 319,474
30 316,436 334,437 321,474 338,474
7 342,438 358,439 345,474 360,475
3 360,439 375,440 362,475 376,475
8 377,440 392,441 378,475 393,475
0 393,441 407,442 394,475 408,475
plate 268,416 411,429 281,484 411,484
