32 307,64 336,67 315,123 343,124
13 339,67 367,69 346,124 372,124
12 369,69 394,71 374,124 398,125
9 406,72 428,74 409,125 431,125
4 430,74 453,76 433,126 455,126
5 455,76 475,78 457,126 476,126
0 478,78 497,80 479,126 498,127
plate 301,39 502,60 315,139 502,139
18 73,366 82,365 82,382 91,382
20 83,365 93,363 92,382 102,382
15 95,363 107,362 103,382 115,382
5 113,361 127,359 120,381 134,381
0 128,359 145,357 135,381 151,381
7 146,357 166,355 152,381 169,380
3 169,354 190,352 172,380 191,379
plate 68,359 197,338 83,387 198,386
