26 32,302 61,306 26,372 57,373
17 64,306 92,310 59,373 89,374
12 94,310 119,314 91,374 117,375
7 130,315 154,318 128,375 152,376
5 155,318 176,321 154,376 175,377
9 179,321 198,324 178,377 197,377
1 199,324 217,326 199,377 217,378
plate 30,276 222,307 20,391 222,393
20 384,63 397,65 380,95 394,95
25 398,65 411,67 395,96 409,96
16 412,67 422,69 410,96 421,97
4 427,70 436,71 426,97 435,97
4 437,72 446,73 436,97 446,98
2 447,73 454,75 446,98 454,98
5 455,75 463,76 455,98 463,98
plate 384,51 464,68 378,103 464,104
