12 84,416 99,415 91,445 105,445
31 101,415 117,415 107,445 122,445
29 118,415 135,414 123,445 139,445
7 142,414 158,414 146,445 161,445
5 160,414 177,413 163,445 179,445
1 179,413 197,413 181,445 198,445
8 198,412 216,412 199,445 217,445
plate 80,403 221,398 91,453 221,453
26 71,26 90,28 59,70 80,70
33 91,28 108,29 81,71 100,71
31 109,29 126,31 101,71 120,71
6 133,31 148,33 128,72 144,72
3 150,33 164,34 146,72 161,72
0 166,34 179,35 163,72 177,73
3 181,36 193,37 179,73 193,73
plate 73,10 197,23 52,84 197,84
