13 91,445 100,446 89,466 99,466
20 101,446 111,446 100,466 109,466
31 111,446 120,447 109,466 118,466
4 124,447 132,447 123,466 131,466
4 133,447 141,447 132,466 140,466
0 141,448 150,448 141,466 149,466
4 150,448 157,448 150,466 157,466
plate 91,437 160,441 87,471 160,472
28 252,202 264,204 246,233 259,234
27 265,204 277,206 261,234 274,235
19 279,206 288,208 275,235 286,235
4 293,209 302,210 291,235 300,236
5 303,210 311,212 301,236 310,236
4 312,212 319,213 311,236 319,237
0 320,213 327,215 319,237 327,237
plate 253,191 329,207 243,241 328,242
