18 60,371 76,368 71,400 87,399
11 78,368 96,366 89,399 107,399
14 98,365 119,363 108,399 129,398
1 129,361 155,358 139,398 164,397
6 158,357 188,353 167,397 195,396
6 191,353 227,348 198,396 232,395
8 231,347 274,341 236,395 276,394
plate 53,358 287,315 72,407 288,406
14 327,399 335,398 331,414 339,414
29 336,398 345,397 339,414 348,414
19 346,397 356,396 350,414 360,413
2 361,395 373,394 364,413 376,413
3 374,394 388,392 377,413 390,413
0 390,392 406,390 392,413 407,412
4 407,390 425,387 409,412 426,412
plate 324,393 430,376 331,418 431,418
