26 86,280 93,280 84,294 91,294
12 94,280 101,279 91,294 99,294
29 101,279 109,278 99,294 107,294
3 112,278 121,278 111,294 119,294
7 122,277 130,277 120,293 129,293
1 131,277 141,276 130,293 140,293
0 142,276 151,275 141,293 151,293
plate 86,274 155,267 82,298 155,298
23 101,348 112,347 105,370 116,370
31 113,347 126,345 118,370 130,370
12 127,345 141,344 131,370 145,369
5 148,343 163,342 151,369 166,369
4 165,342 182,340 168,369 185,368
6 185,340 205,338 187,368 206,368
3 206,337 228,335 207,368 229,367
plate 97,339 234,321 105,376 235,376
