29 56,371 83,373 61,427 87,427
22 86,374 111,376 90,427 114,428
11 113,376 136,378 116,428 139,428
9 146,379 167,381 148,429 169,429
6 169,382 189,384 171,429 190,430
9 191,384 210,385 192,430 210,430
5 211,386 229,387 212,430 229,431
plate 51,348 233,370 60,442 233,442
20 278,21 289,20 285,43 295,43
21 291,20 303,19 297,43 308,43
18 305,19 318,18 310,43 323,43
3 324,18 339,17 329,42 343,42
3 340,17 356,16 344,42 359,42
0 357,16 374,14 360,42 376,42
1 377,14 394,13 379,42 395,41
plate 274,12 399,1 285,49 400,48
