23 68,37 88,37 63,82 84,82
25 90,38 110,38 86,82 106,83
28 112,38 130,39 108,83 127,83
8 138,39 156,40 135,83 154,83
9 158,40 175,41 156,83 174,83
3 177,41 194,42 176,83 194,83
2 196,42 213,42 195,83 213,84
plate 68,21 217,28 59,94 217,94
31 302,106 309,106 299,120 306,120
30 309,105 316,105 307,120 314,119
28 316,105 324,104 314,119 322,119
9 328,104 336,103 325,119 334,119
8 337,103 345,102 335,119 344,119
4 346,102 356,101 345,119 355,118
5 357,101 366,100 356,118 366,118
plate 303,100 370,93 297,124 370,123
