10 48,37 76,38 60,90 86,91
29 78,38 105,39 88,91 113,91
24 107,39 132,40 115,91 139,91
3 144,41 168,42 150,91 172,91
8 170,42 194,43 174,91 197,92
4 196,43 218,44 199,92 219,92
4 221,44 242,45 222,92 243,92
plate 41,13 248,25 60,104 248,104
12 179,457 202,460 169,515 194,516
17 204,461 225,464 197,516 219,517
17 227,465 246,468 222,517 242,518
0 254,469 271,472 250,518 268,519
3 272,472 288,474 270,519 286,520
9 289,475 303,477 287,520 302,520
6 305,477 317,479 304,520 317,521
plate 180,437 321,465 163,530 321,532
