23 62,55 76,53 51,85 65,84
21 77,53 93,50 67,84 83,84
17 94,50 112,47 84,84 102,83
7 120,46 142,42 111,82 134,81
1 144,42 168,38 136,81 162,80
2 172,38 200,33 165,80 195,79
3 203,33 236,27 198,79 235,77
plate 64,44 247,8 47,94 246,92
23 288,43 315,46 277,109 306,110
25 318,46 344,49 308,110 337,110
33 346,49 370,52 339,110 364,111
4 380,53 403,55 375,112 399,112
2 405,56 425,58 401,112 423,113
4 427,58 446,60 425,113 445,114
9 448,60 466,62 447,114 465,114
plate 288,18 471,44 269,128 471,129
