33 31,322 62,324 47,384 75,384
31 65,324 95,326 78,384 106,384
29 98,326 126,328 108,384 134,385
4 138,329 165,330 146,385 171,385
9 168,331 192,332 173,385 196,386
9 195,332 219,334 199,386 221,386
9 221,334 243,335 223,386 244,387
plate 20,295 250,314 47,399 250,399
19 393,79 403,78 387,100 397,100
33 404,78 413,78 397,100 408,100
28 415,78 425,77 410,100 421,100
8 430,77 440,76 425,100 437,99
5 441,76 453,75 438,99 450,99
1 455,75 466,75 452,99 465,99
5 467,75 480,74 466,99 479,99
plate 395,71 483,65 384,107 483,106
