25 32,243 62,245 44,304 72,304
25 65,245 94,247 74,304 102,305
14 97,247 124,249 104,305 130,305
5 136,249 162,251 141,305 166,305
6 164,251 189,252 168,305 191,306
5 192,253 215,254 194,306 216,306
6 217,254 239,255 218,306 240,306
plate 24,217 245,234 43,319 246,320
28 413,307 420,307 417,321 425,321
21 421,307 430,306 425,321 433,321
20 430,306 439,306 433,321 442,321
6 443,305 452,305 446,321 455,321
5 453,305 462,304 456,321 464,320
2 464,304 475,303 466,320 476,320
3 476,303 486,303 477,320 487,320
plate 409,301 490,294 417,325 490,325
