25 71,109 83,109 66,137 79,137
29 84,109 96,110 80,137 92,137
13 98,110 109,110 94,137 106,137
5 114,111 125,111 111,137 123,137
5 126,111 137,112 124,137 135,137
8 139,112 149,112 137,137 148,138
4 150,112 160,113 149,138 160,138
plate 72,99 163,103 63,145 162,145
28 245,426 252,425 238,442 246,442
20 253,425 261,423 246,442 255,441
25 262,423 271,422 256,441 265,441
5 275,421 286,420 270,441 281,440
6 286,420 298,418 282,440 294,440
2 300,418 314,416 296,439 311,439
1 315,416 330,414 312,439 329,438
plate 247,420 334,405 235,447 334,446
