27 82,482 94,484 85,507 96,507
18 96,484 107,485 98,507 108,507
22 107,485 117,486 108,507 118,508
1 121,487 130,488 122,508 131,508
2 131,488 139,489 132,508 139,508
2 140,489 148,490 140,508 148,509
0 148,490 155,491 149,509 155,509
plate 79,471 157,483 84,513 157,514
23 387,428 398,429 380,456 392,456
18 399,429 410,430 393,456 406,456
19 411,430 421,431 407,457 417,457
4 425,432 434,433 422,457 432,457
7 435,433 444,434 433,457 442,457
4 445,434 452,435 443,458 452,458
3 453,435 461,436 452,458 461,458
plate 388,419 463,428 377,463 463,464
