20 82,231 98,229 70,267 87,267
23 100,229 118,227 89,267 108,266
26 120,226 139,224 110,266 130,265
1 148,223 171,221 140,265 164,264
8 173,221 197,218 166,264 191,264
5 200,218 226,215 194,263 222,263
8 228,215 257,211 225,263 256,262
plate 84,218 266,193 65,278 265,277
27 170,345 185,344 161,378 177,378
28 187,343 203,342 179,378 196,377
23 205,342 223,340 197,377 216,377
1 230,340 250,338 224,377 245,376
2 252,338 272,336 247,376 268,376
4 274,336 297,334 271,376 294,375
1 299,334 323,332 297,375 322,374
plate 172,333 329,316 157,388 329,387
