32 74,263 85,261 84,282 96,282
32 86,261 99,260 96,282 109,281
11 100,259 115,258 110,281 125,281
7 123,257 140,254 132,281 148,280
3 142,254 162,252 150,280 169,280
3 165,251 189,248 171,280 193,279
2 192,248 220,244 196,279 222,278
plate 67,254 230,226 86,287 230,286
27 143,50 157,49 139,79 153,78
13 158,49 173,48 154,78 169,78
25 173,48 189,47 170,78 186,78
9 196,46 213,45 194,78 210,77
5 215,45 232,44 212,77 230,77
6 234,43 252,42 232,77 251,76
5 255,42 275,40 254,76 274,76
plate 143,39 281,26 136,87 281,86
