20 69,342 80,340 75,364 87,363
21 82,340 95,338 88,363 101,363
32 96,338 111,336 103,363 117,362
5 118,335 137,332 124,362 142,361
3 139,332 160,329 144,361 165,361
7 163,328 189,325 167,361 192,360
6 192,324 223,320 194,360 224,359
plate 65,333 232,302 76,369 233,368
13 323,310 336,310 334,334 346,334
13 338,309 352,308 348,334 362,334
22 353,308 369,307 363,334 377,333
1 376,306 393,305 384,333 399,333
5 395,305 412,304 401,333 418,333
2 415,303 436,302 420,333 439,332
3 437,302 459,300 440,332 460,332
plate 317,300 465,285 336,340 466,340
