30 296,301 314,300 305,335 322,335
13 315,300 334,299 324,335 341,334
17 336,299 355,298 343,334 361,334
4 363,298 383,297 369,334 388,334
6 385,297 407,295 390,334 410,334
5 409,295 431,294 412,334 434,333
0 434,294 457,293 436,333 458,333
plate 291,288 464,276 306,342 464,342
22 52,56 70,55 67,87 84,86
28 71,54 91,53 85,86 104,86
12 92,52 113,50 105,86 125,85
3 124,49 147,47 135,85 157,85
3 149,47 177,44 159,85 184,84
3 179,44 208,41 187,84 213,83
1 213,41 246,38 217,83 247,83
plate 44,43 255,15 69,94 256,94
