11 36,94 61,95 28,152 54,152
12 63,95 88,96 56,152 83,152
21 90,96 114,97 85,152 110,153
0 125,98 148,99 121,153 145,153
9 150,99 172,100 147,153 170,153
2 174,100 196,102 172,154 194,154
7 197,102 218,103 196,154 217,154
plate 35,72 224,84 22,168 223,169
24 308,200 331,204 300,253 325,254
20 332,204 353,208 326,254 348,255
14 354,208 372,211 349,255 369,256
5 380,213 395,215 377,257 392,257
4 396,216 410,218 394,257 408,258
6 411,218 424,220 410,258 423,259
9 425,221 436,223 424,259 436,259
plate 309,179 439,209 295,269 439,270
