32 62,304 78,302 72,332 87,332
25 80,302 97,300 89,332 106,331
32 99,300 118,298 107,331 126,331
2 127,297 148,295 134,331 155,330
6 151,295 175,293 157,330 180,330
0 177,292 204,290 182,330 208,329
2 207,290 238,287 210,329 239,328
plate 56,292 245,267 73,340 246,339
26 294,35 315,37 285,87 308,88
16 317,38 337,40 310,88 331,89
15 339,40 358,42 334,89 354,89
7 366,43 383,44 362,89 380,90
1 385,45 401,46 382,90 399,90
9 402,46 418,48 400,90 416,91
3 419,48 433,50 418,91 433,91
plate 294,17 437,36 280,101 437,102
