15 61,221 81,222 67,262 85,262
20 83,222 102,224 88,263 106,263
14 103,224 121,226 107,263 124,263
9 129,226 145,227 132,263 147,264
5 147,228 161,229 149,264 163,264
5 163,229 178,230 165,264 179,264
3 179,230 193,231 180,264 193,265
plate 56,203 196,218 66,273 197,273
17 240,90 252,88 249,112 262,112
20 254,88 269,86 263,112 278,111
32 270,86 287,83 279,111 296,111
6 295,82 316,79 304,111 323,110
8 318,79 342,76 326,110 349,109
3 345,76 374,72 351,109 378,108
6 377,71 413,66 381,108 414,107
plate 234,80 422,46 251,118 423,117
